filename,width,height,class,xmin,ymin,xmax,ymax
aeolianDune(45).jpg,320,240,aeolianDune,118,37,285,205
aeolianDune(46).jpg,320,240,aeolianDune,116,37,290,208
aeolianDune(47).jpg,320,240,aeolianDune,117,38,286,206
aeolianDune(48).jpg,320,240,aeolianDune,115,35,286,205
aeolianDune(49).jpg,320,240,aeolianDune,114,35,286,206
aeolianDune(5).jpg,320,240,aeolianDune,123,37,285,206
aeolianDune(50).jpg,320,240,aeolianDune,117,34,289,206
aeolianDune(51).jpg,320,240,aeolianDune,112,35,289,208
aeolianDune(52).jpg,320,240,aeolianDune,120,36,287,205
aeolianDune(53).jpg,320,240,aeolianDune,117,37,286,207
aeolianDune(54).jpg,320,240,aeolianDune,113,35,287,204
aeolianDune(55).jpg,320,240,aeolianDune,117,37,285,207
aeolianDune(56).jpg,320,240,aeolianDune,116,37,288,206
aeolianDune(57).jpg,320,240,aeolianDune,117,38,290,202
aeolianDune(58).jpg,320,240,aeolianDune,121,37,287,206
aeolianDune(59).jpg,320,240,aeolianDune,117,37,288,204
aeolianDune(6).jpg,320,240,aeolianDune,118,37,286,205
aeolianDune(60).jpg,320,240,aeolianDune,117,38,286,206
aeolianDune(61).jpg,320,240,aeolianDune,117,37,285,206
aeolianDune(62).jpg,320,240,aeolianDune,121,38,285,204
aeolianDune(63).jpg,320,240,aeolianDune,120,37,286,207
aeolianDune(64).jpg,320,240,aeolianDune,117,38,285,206
aeolianDune(65).jpg,320,240,aeolianDune,118,38,285,205
aeolianDune(66).jpg,320,240,aeolianDune,116,35,285,206
aeolianDune(67).jpg,320,240,aeolianDune,119,39,285,204
aeolianDune(68).jpg,320,240,aeolianDune,111,38,285,207
aeolianDune(69).jpg,320,240,aeolianDune,114,36,286,205
aeolianDune(7).jpg,320,240,aeolianDune,121,38,286,207
aeolianDune(70).jpg,320,240,aeolianDune,119,38,285,206
aeolianDune(71).jpg,320,240,aeolianDune,119,38,286,206
aeolianDune(72).jpg,320,240,aeolianDune,122,38,284,207
aeolianDune(73).jpg,320,240,aeolianDune,118,38,286,206
aeolianDune(74).jpg,320,240,aeolianDune,119,36,286,206
aeolianDune(75).jpg,320,240,aeolianDune,118,38,284,206
aeolianDune(76).jpg,320,240,aeolianDune,115,38,285,207
aeolianDune(77).jpg,320,240,aeolianDune,114,38,285,206
aeolianDune(78).jpg,320,240,aeolianDune,117,37,285,207
aeolianDune(79).jpg,320,240,aeolianDune,115,38,286,207
aeolianDune(8).jpg,320,240,aeolianDune,121,37,290,205
aeolianDune(80).jpg,320,240,aeolianDune,113,37,285,207
aeolianDune(81).jpg,320,240,aeolianDune,115,38,285,205
aeolianDune(82).jpg,320,240,aeolianDune,118,38,284,205
aeolianDune(83).jpg,320,240,aeolianDune,119,37,285,205
aeolianDune(84).jpg,320,240,aeolianDune,120,38,285,206
aeolianDune(85).jpg,320,240,aeolianDune,115,37,286,206
aeolianDune(86).jpg,320,240,aeolianDune,116,37,286,207
aeolianDune(87).jpg,320,240,aeolianDune,120,37,285,207
aeolianDune(88).jpg,320,240,aeolianDune,118,36,283,206
aeolianDune(89).jpg,320,240,aeolianDune,117,36,286,206
aeolianDune(9).jpg,320,240,aeolianDune,118,37,287,206
aeolianDune(90).jpg,320,240,aeolianDune,116,37,284,206
aeolianDune(91).jpg,320,240,aeolianDune,117,37,286,209
aeolianDune(92).jpg,320,240,aeolianDune,110,38,284,208
aeolianDune(93).jpg,320,240,aeolianDune,114,38,287,207
aeolianDune(94).jpg,320,240,aeolianDune,116,39,285,206
aeolianDune(95).jpg,320,240,aeolianDune,117,38,284,208
aeolianDune(96).jpg,320,240,aeolianDune,116,40,287,207
aeolianDune(97).jpg,320,240,aeolianDune,115,37,285,207
aeolianDune(98).jpg,320,240,aeolianDune,116,38,287,207
aeolianDune(99).jpg,320,240,aeolianDune,115,37,284,207
beach(1).jpg,320,240,beach,78,35,285,209
beach(10).jpg,320,240,beach,80,36,285,208
beach(100).jpg,320,240,beach,76,37,285,209
beach(101).jpg,320,240,beach,77,37,287,207
beach(102).jpg,320,240,beach,76,40,283,206
beach(103).jpg,320,240,beach,73,35,284,209
beach(104).jpg,320,240,beach,78,36,286,207
beach(105).jpg,320,240,beach,78,36,284,207
beach(106).jpg,320,240,beach,82,36,284,206
beach(107).jpg,320,240,beach,78,40,284,207
beach(108).jpg,320,240,beach,76,37,283,206
beach(109).jpg,320,240,beach,83,36,283,209
beach(11).jpg,320,240,beach,79,36,286,212
beach(110).jpg,320,240,beach,78,39,284,204
beach(111).jpg,320,240,beach,81,38,284,208
beach(112).jpg,320,240,beach,79,38,284,207
beach(113).jpg,320,240,beach,74,39,286,205
beach(114).jpg,320,240,beach,81,36,284,208
beach(115).jpg,320,240,beach,80,38,283,209
beach(116).jpg,320,240,beach,74,37,286,207
beach(117).jpg,320,240,beach,77,37,284,208
beach(118).jpg,320,240,beach,80,37,283,208
beach(119).jpg,320,240,beach,81,37,283,207
beach(12).jpg,320,240,beach,76,36,286,211
beach(120).jpg,320,240,beach,78,37,283,207
beach(121).jpg,320,240,beach,80,35,285,208
beach(122).jpg,320,240,beach,79,36,285,209
beach(123).jpg,320,240,beach,77,36,284,206
beach(124).jpg,320,240,beach,78,35,283,207
beach(125).jpg,320,240,beach,78,36,282,209
beach(126).jpg,320,240,beach,79,36,286,209
beach(127).jpg,320,240,beach,78,35,285,209
beach(128).jpg,320,240,beach,75,35,284,208
beach(129).jpg,320,240,beach,77,35,287,207
beach(13).jpg,320,240,beach,78,38,286,209
beach(130).jpg,320,240,beach,75,36,286,210
beach(131).jpg,320,240,beach,79,34,285,206
beach(132).jpg,320,240,beach,77,37,286,209
beach(133).jpg,320,240,beach,79,36,287,206
beach(134).jpg,320,240,beach,78,36,287,208
beach(135).jpg,320,240,beach,77,36,288,207
beach(136).jpg,320,240,beach,79,39,287,207
beach(137).jpg,320,240,beach,83,37,286,208
beach(138).jpg,320,240,beach,79,37,285,208
beach(139).jpg,320,240,beach,77,37,287,207
beach(14).jpg,320,240,beach,78,35,285,210
beach(140).jpg,320,240,beach,74,38,286,207
beach(141).jpg,320,240,beach,78,35,287,208
beach(142).jpg,320,240,beach,79,35,285,208
beach(143).jpg,320,240,beach,82,35,286,209
beach(144).jpg,320,240,beach,84,37,286,206
beach(145).jpg,320,240,beach,81,38,285,209
beach(146).jpg,320,240,beach,78,37,284,209
beach(147).jpg,320,240,beach,82,37,284,208
beach(148).jpg,320,240,beach,74,35,287,210
beach(149).jpg,320,240,beach,83,37,285,208
beach(15).jpg,320,240,beach,79,37,287,210
beach(150).jpg,320,240,beach,81,36,284,207
beach(151).jpg,320,240,beach,75,35,285,210
beach(152).jpg,320,240,beach,81,36,285,209
beach(153).jpg,320,240,beach,74,35,285,209
beach(154).jpg,320,240,beach,80,35,284,209
beach(155).jpg,320,240,beach,79,37,285,210
beach(156).jpg,320,240,beach,77,35,285,209
beach(157).jpg,320,240,beach,78,36,284,209
beach(158).jpg,320,240,beach,82,39,283,210
beach(159).jpg,320,240,beach,81,36,284,208
beach(16).jpg,320,240,beach,78,36,287,211
beach(160).jpg,320,240,beach,82,35,283,210
beach(161).jpg,320,240,beach,83,37,285,207
beach(162).jpg,320,240,beach,75,36,285,209
beach(163).jpg,320,240,beach,77,39,283,210
beach(164).jpg,320,240,beach,82,36,286,208
beach(165).jpg,320,240,beach,74,34,284,208
beach(166).jpg,320,240,beach,80,36,285,206
beach(167).jpg,320,240,beach,80,36,284,209
beach(168).jpg,320,240,beach,74,38,284,209
beach(169).jpg,320,240,beach,82,37,284,207
beach(17).jpg,320,240,beach,78,36,284,209
beach(170).jpg,320,240,beach,77,36,285,210
beach(171).jpg,320,240,beach,79,39,284,210
beach(172).jpg,320,240,beach,77,36,285,208
beach(173).jpg,320,240,beach,82,38,287,210
beach(174).jpg,320,240,beach,77,37,286,212
beach(175).jpg,320,240,beach,83,38,286,208
beach(176).jpg,320,240,beach,79,38,285,206
beach(177).jpg,320,240,beach,75,38,286,210
beach(178).jpg,320,240,beach,80,38,283,210
beach(179).jpg,320,240,beach,81,38,284,207
beach(18).jpg,320,240,beach,78,36,284,208
beach(180).jpg,320,240,beach,81,33,284,208
beach(19).jpg,320,240,beach,73,37,285,208
beach(2).jpg,320,240,beach,82,36,284,208
beach(20).jpg,320,240,beach,76,36,283,209
beach(21).jpg,320,240,beach,82,36,286,211
beach(22).jpg,320,240,beach,74,37,286,209
beach(23).jpg,320,240,beach,81,35,285,208
beach(24).jpg,320,240,beach,75,36,284,209
beach(25).jpg,320,240,beach,82,37,285,208
beach(26).jpg,320,240,beach,78,37,286,207
beach(27).jpg,320,240,beach,74,39,284,209
beach(28).jpg,320,240,beach,74,37,288,207
beach(29).jpg,320,240,beach,81,37,287,207
beach(3).jpg,320,240,beach,79,34,284,208
beach(30).jpg,320,240,beach,81,39,285,208
beach(31).jpg,320,240,beach,75,37,285,210
beach(32).jpg,320,240,beach,75,37,285,207
beach(33).jpg,320,240,beach,80,37,284,208
beach(34).jpg,320,240,beach,77,38,284,210
beach(35).jpg,320,240,beach,74,36,285,209
beach(36).jpg,320,240,beach,82,37,285,208
beach(37).jpg,320,240,beach,80,36,284,209
beach(38).jpg,320,240,beach,79,38,286,208
beach(39).jpg,320,240,beach,83,37,286,208
beach(4).jpg,320,240,beach,76,38,286,209
beach(40).jpg,320,240,beach,82,37,285,209
beach(41).jpg,320,240,beach,74,37,285,207
beach(42).jpg,320,240,beach,77,37,285,207
beach(43).jpg,320,240,beach,76,38,285,208
beach(44).jpg,320,240,beach,74,37,285,208
beach(45).jpg,320,240,beach,72,37,288,206
beach(46).jpg,320,240,beach,73,38,286,207
beach(47).jpg,320,240,beach,78,37,285,208
beach(48).jpg,320,240,beach,79,38,286,207
beach(49).jpg,320,240,beach,78,39,287,207
beach(5).jpg,320,240,beach,82,36,286,210
beach(50).jpg,320,240,beach,72,37,286,207
beach(51).jpg,320,240,beach,72,40,285,205
beach(52).jpg,320,240,beach,72,38,291,208
beach(53).jpg,320,240,beach,83,36,286,209
beach(54).jpg,320,240,beach,81,37,288,208
beach(55).jpg,320,240,beach,81,37,285,205
beach(56).jpg,320,240,beach,81,37,285,206
beach(57).jpg,320,240,beach,77,38,286,206
beach(58).jpg,320,240,beach,82,38,287,208
beach(59).jpg,320,240,beach,78,38,284,207
beach(6).jpg,320,240,beach,75,36,285,209
beach(60).jpg,320,240,beach,79,37,285,205
beach(61).jpg,320,240,beach,77,36,287,207
beach(62).jpg,320,240,beach,79,38,286,207
beach(63).jpg,320,240,beach,79,37,286,205
beach(64).jpg,320,240,beach,79,38,289,207
beach(65).jpg,320,240,beach,80,36,288,207
beach(66).jpg,320,240,beach,80,36,287,207
beach(67).jpg,320,240,beach,78,37,287,208
beach(68).jpg,320,240,beach,81,37,286,205
beach(69).jpg,320,240,beach,74,39,287,207
beach(7).jpg,320,240,beach,82,35,283,211
beach(70).jpg,320,240,beach,79,38,287,206
beach(71).jpg,320,240,beach,77,39,286,206
beach(72).jpg,320,240,beach,78,37,287,205
beach(73).jpg,320,240,beach,83,37,285,205
beach(74).jpg,320,240,beach,78,37,283,206
beach(75).jpg,320,240,beach,77,37,287,206
beach(76).jpg,320,240,beach,74,37,287,205
beach(77).jpg,320,240,beach,76,36,284,207
beach(78).jpg,320,240,beach,83,37,286,207
beach(79).jpg,320,240,beach,76,38,287,205
beach(8).jpg,320,240,beach,84,35,284,209
beach(80).jpg,320,240,beach,73,37,287,207
beach(81).jpg,320,240,beach,82,39,287,208
beach(82).jpg,320,240,beach,78,36,287,206
beach(83).jpg,320,240,beach,78,38,289,207
beach(84).jpg,320,240,beach,77,38,288,207
beach(85).jpg,320,240,beach,77,38,289,205
beach(86).jpg,320,240,beach,78,38,287,205
beach(87).jpg,320,240,beach,84,37,285,207
beach(88).jpg,320,240,beach,78,37,285,205
beach(89).jpg,320,240,beach,82,35,284,207
beach(9).jpg,320,240,beach,77,37,286,210
beach(90).jpg,320,240,beach,82,36,283,208
beach(91).jpg,320,240,beach,76,37,285,207
beach(92).jpg,320,240,beach,75,36,287,206
beach(93).jpg,320,240,beach,82,35,285,206
beach(94).jpg,320,240,beach,79,38,286,208
beach(95).jpg,320,240,beach,76,37,285,206
beach(96).jpg,320,240,beach,81,36,286,206
beach(97).jpg,320,240,beach,75,37,282,207
beach(98).jpg,320,240,beach,74,37,284,208
beach(99).jpg,320,240,beach,77,35,282,208
braided(1).jpg,320,240,majorRiverChannelBar,118,35,280,116
braided(1).jpg,320,240,majorRiverBedLagDeposit,122,117,283,162
braided(1).jpg,320,240,crevasseRiverChannelBar,125,161,250,206
braided(10).jpg,320,240,majorRiverChannelBar,119,34,279,117
braided(10).jpg,320,240,majorRiverBedLagDeposit,122,120,285,164
braided(10).jpg,320,240,crevasseRiverChannelBar,122,160,272,206
braided(100).jpg,320,240,majorRiverChannelBar,119,35,281,118
braided(100).jpg,320,240,majorRiverBedLagDeposit,123,119,285,163
braided(100).jpg,320,240,crevasseRiverChannelBar,122,161,262,205
braided(101).jpg,320,240,majorRiverChannelBar,115,34,282,118
braided(101).jpg,320,240,majorRiverBedLagDeposit,121,120,283,163
braided(101).jpg,320,240,crevasseRiverChannelBar,125,160,265,207
braided(102).jpg,320,240,majorRiverChannelBar,116,35,278,119
braided(102).jpg,320,240,majorRiverBedLagDeposit,122,123,285,162
braided(102).jpg,320,240,crevasseRiverChannelBar,121,159,281,206
braided(103).jpg,320,240,majorRiverChannelBar,117,35,283,120
braided(103).jpg,320,240,majorRiverBedLagDeposit,124,125,286,162
braided(103).jpg,320,240,crevasseRiverChannelBar,121,161,271,204
braided(104).jpg,320,240,majorRiverChannelBar,119,33,282,118
braided(104).jpg,320,240,majorRiverBedLagDeposit,124,123,284,162
braided(104).jpg,320,240,crevasseRiverChannelBar,119,159,277,204
braided(105).jpg,320,240,majorRiverChannelBar,118,34,280,118
braided(105).jpg,320,240,majorRiverBedLagDeposit,123,120,281,162
braided(105).jpg,320,240,crevasseRiverChannelBar,120,159,276,206
braided(106).jpg,320,240,majorRiverChannelBar,118,35,282,118
braided(106).jpg,320,240,majorRiverBedLagDeposit,121,120,282,162
braided(106).jpg,320,240,crevasseRiverChannelBar,119,157,276,206
braided(107).jpg,320,240,majorRiverChannelBar,118,34,282,118
braided(107).jpg,320,240,majorRiverBedLagDeposit,121,122,286,162
braided(107).jpg,320,240,crevasseRiverChannelBar,122,158,276,206
braided(108).jpg,320,240,majorRiverChannelBar,117,36,280,118
braided(108).jpg,320,240,majorRiverBedLagDeposit,122,120,280,164
braided(108).jpg,320,240,crevasseRiverChannelBar,121,159,283,206
braided(109).jpg,320,240,majorRiverChannelBar,120,34,282,118
braided(109).jpg,320,240,majorRiverBedLagDeposit,123,121,282,163
braided(109).jpg,320,240,crevasseRiverChannelBar,122,159,279,205
braided(11).jpg,320,240,majorRiverChannelBar,116,35,284,116
braided(11).jpg,320,240,majorRiverBedLagDeposit,121,119,284,165
braided(11).jpg,320,240,crevasseRiverChannelBar,120,160,282,206
braided(110).jpg,320,240,majorRiverChannelBar,117,36,283,117
braided(110).jpg,320,240,majorRiverBedLagDeposit,119,120,283,163
braided(110).jpg,320,240,crevasseRiverChannelBar,122,159,278,205
braided(111).jpg,320,240,majorRiverChannelBar,116,34,282,117
braided(111).jpg,320,240,majorRiverBedLagDeposit,120,121,285,163
braided(111).jpg,320,240,crevasseRiverChannelBar,119,158,281,206
braided(112).jpg,320,240,majorRiverChannelBar,116,34,281,117
braided(112).jpg,320,240,majorRiverBedLagDeposit,124,119,286,163
braided(112).jpg,320,240,crevasseRiverChannelBar,122,159,278,206
braided(113).jpg,320,240,majorRiverChannelBar,117,33,282,119
braided(113).jpg,320,240,majorRiverBedLagDeposit,122,123,285,165
braided(113).jpg,320,240,crevasseRiverChannelBar,120,161,277,207
braided(114).jpg,320,240,majorRiverChannelBar,118,35,279,117
braided(114).jpg,320,240,majorRiverBedLagDeposit,127,122,283,162
braided(114).jpg,320,240,crevasseRiverChannelBar,118,160,281,208
braided(115).jpg,320,240,majorRiverChannelBar,115,34,284,118
braided(115).jpg,320,240,majorRiverBedLagDeposit,122,123,286,163
braided(115).jpg,320,240,crevasseRiverChannelBar,121,160,287,206
braided(116).jpg,320,240,majorRiverChannelBar,115,36,284,119
braided(116).jpg,320,240,majorRiverBedLagDeposit,121,123,287,162
braided(116).jpg,320,240,crevasseRiverChannelBar,121,159,281,205
braided(117).jpg,320,240,majorRiverChannelBar,118,34,284,117
braided(117).jpg,320,240,majorRiverBedLagDeposit,124,121,284,163
braided(117).jpg,320,240,crevasseRiverChannelBar,120,158,274,205
braided(118).jpg,320,240,majorRiverChannelBar,117,33,283,118
braided(118).jpg,320,240,majorRiverBedLagDeposit,124,121,285,163
braided(118).jpg,320,240,crevasseRiverChannelBar,123,159,272,205
braided(119).jpg,320,240,majorRiverChannelBar,117,34,284,116
braided(119).jpg,320,240,majorRiverBedLagDeposit,120,120,282,163
braided(119).jpg,320,240,crevasseRiverChannelBar,124,159,271,206
braided(12).jpg,320,240,majorRiverChannelBar,116,35,280,118
braided(12).jpg,320,240,majorRiverBedLagDeposit,122,121,287,163
braided(12).jpg,320,240,crevasseRiverChannelBar,121,160,282,205
braided(120).jpg,320,240,majorRiverChannelBar,117,34,284,115
braided(120).jpg,320,240,majorRiverBedLagDeposit,124,120,282,164
braided(120).jpg,320,240,crevasseRiverChannelBar,122,159,275,204
braided(121).jpg,320,240,majorRiverChannelBar,119,33,284,118
braided(121).jpg,320,240,majorRiverBedLagDeposit,122,121,287,162
braided(121).jpg,320,240,crevasseRiverChannelBar,124,157,273,206
braided(122).jpg,320,240,majorRiverChannelBar,117,33,282,117
braided(122).jpg,320,240,majorRiverBedLagDeposit,122,121,282,163
braided(122).jpg,320,240,crevasseRiverChannelBar,120,157,267,206
braided(123).jpg,320,240,majorRiverChannelBar,114,34,283,117
braided(123).jpg,320,240,majorRiverBedLagDeposit,121,120,284,164
braided(123).jpg,320,240,crevasseRiverChannelBar,119,160,277,204
braided(124).jpg,320,240,majorRiverChannelBar,115,35,284,118
braided(124).jpg,320,240,majorRiverBedLagDeposit,118,122,287,162
braided(124).jpg,320,240,crevasseRiverChannelBar,122,159,274,206
braided(125).jpg,320,240,majorRiverChannelBar,117,33,285,117
braided(125).jpg,320,240,majorRiverBedLagDeposit,120,122,284,163
braided(125).jpg,320,240,crevasseRiverChannelBar,124,158,280,206
braided(126).jpg,320,240,majorRiverChannelBar,118,35,280,117
braided(126).jpg,320,240,majorRiverBedLagDeposit,123,121,285,162
braided(126).jpg,320,240,crevasseRiverChannelBar,119,161,281,206
braided(127).jpg,320,240,majorRiverChannelBar,117,33,283,116
braided(127).jpg,320,240,majorRiverBedLagDeposit,123,120,290,163
braided(127).jpg,320,240,crevasseRiverChannelBar,123,160,273,205
braided(128).jpg,320,240,majorRiverChannelBar,116,33,281,117
braided(128).jpg,320,240,majorRiverBedLagDeposit,119,120,284,164
braided(128).jpg,320,240,crevasseRiverChannelBar,118,159,271,205
braided(129).jpg,320,240,majorRiverChannelBar,116,35,282,117
braided(129).jpg,320,240,majorRiverBedLagDeposit,121,120,283,163
braided(129).jpg,320,240,crevasseRiverChannelBar,120,158,269,204
braided(13).jpg,320,240,majorRiverChannelBar,116,35,283,117
braided(13).jpg,320,240,majorRiverBedLagDeposit,120,119,289,164
braided(13).jpg,320,240,crevasseRiverChannelBar,117,160,283,207
braided(130).jpg,320,240,majorRiverChannelBar,120,34,282,117
braided(130).jpg,320,240,majorRiverBedLagDeposit,120,120,289,163
braided(130).jpg,320,240,crevasseRiverChannelBar,125,157,279,205
braided(131).jpg,320,240,majorRiverChannelBar,116,34,282,118
braided(131).jpg,320,240,majorRiverBedLagDeposit,123,121,286,163
braided(131).jpg,320,240,crevasseRiverChannelBar,122,159,274,206
braided(132).jpg,320,240,majorRiverChannelBar,116,34,280,117
braided(132).jpg,320,240,majorRiverBedLagDeposit,120,121,285,163
braided(132).jpg,320,240,crevasseRiverChannelBar,120,158,272,207
braided(133).jpg,320,240,majorRiverChannelBar,118,34,279,118
